"","Trap","Emptied","period","eb_start","eb_end","gas_start","gas_end","gas_accumulated","time_accumulated","time_hr","Site"
"353","C3A","No","1~2","2022-09-18 10:34:44","2022-09-18 13:21:42",0.1,0.1,0,"10017.9913334846s (~2.78 hours)",2.7827753704124,"Catfish"
"354","C3A","No","2~3","2022-09-18 13:21:42","2022-09-18 16:12:25",0.1,0.1,0,"10242.9639999866s (~2.85 hours)",2.84526777777407,"Catfish"
"355","C3A","No","3~4","2022-09-18 16:12:25","2022-09-18 19:13:29",0.1,0.1,0,"10864.6333332062s (~3.02 hours)",3.01795370366838,"Catfish"
"356","C3A","No","4~5","2022-09-18 19:13:29","2022-09-18 22:24:40",0.1,0.2,0.1,"11470.9309999943s (~3.19 hours)",3.18636972222063,"Catfish"
"357","C3A","No","5~6","2022-09-18 22:24:40","2022-09-19 01:29:03",0.2,0.2,0,"11062.8383333683s (~3.07 hours)",3.07301064815786,"Catfish"
"358","C3A","No","6~7","2022-09-19 01:29:03","2022-09-19 04:30:29",0.2,0.3,0.1,"10885.9520001411s (~3.02 hours)",3.02387555559476,"Catfish"
"359","C3A","No","7~8","2022-09-19 04:30:29","2022-09-19 07:43:42",0.3,0.3,0,"11592.6326665878s (~3.22 hours)",3.22017574071884,"Catfish"
"360","C3A","No","8~9","2022-09-19 07:43:42","2022-09-19 09:08:00",0.3,2,1.7,"5057.67100000381s (~1.4 hours)",1.40490861111217,"Catfish"
"361","C3B","No","NA~0",NA,"2022-09-18 08:42:00",NA,0,NA,NA,NA,"Catfish"
"362","C3B","No","0~1","2022-09-18 08:42:00","2022-09-18 10:35:26",0,0,0,"6806.98699998856s (~1.89 hours)",1.89082972221904,"Catfish"
"363","C3B","No","1~2","2022-09-18 10:35:26","2022-09-18 13:22:24",0,0,0,"10017.9879999161s (~2.78 hours)",2.78277444442113,"Catfish"
"364","C3B","No","2~3","2022-09-18 13:22:24","2022-09-18 16:13:06",0,0,0,"10241.3020000458s (~2.84 hours)",2.84480611112383,"Catfish"
"365","C3B","No","3~4","2022-09-18 16:13:06","2022-09-18 19:14:05",0,0,0,"10859.5999999046s (~3.02 hours)",3.01655555552906,"Catfish"
"366","C3B","No","4~5","2022-09-18 19:14:05","2022-09-18 22:25:27",0,0,0,"11481.6960000992s (~3.19 hours)",3.18936000002755,"Catfish"
"367","C3B","No","5~6","2022-09-18 22:25:27","2022-09-19 01:29:54",0,0,0,"11067.1040000916s (~3.07 hours)",3.07419555558099,"Catfish"
"368","C3B","No","6~7","2022-09-19 01:29:54","2022-09-19 04:31:17",0,0,0,"10882.5889999866s (~3.02 hours)",3.02294138888518,"Catfish"
"369","C3B","No","7~8","2022-09-19 04:31:17","2022-09-19 07:44:22",0,0.1,0.1,"11584.9979999065s (~3.22 hours)",3.21805499997404,"Catfish"
"370","C3B","No","8~9","2022-09-19 07:44:22","2022-09-19 09:09:00",0.1,3.2,3.1,"5077.73600006104s (~1.41 hours)",1.41048222223918,"Catfish"
"371","C3C","No","NA~0",NA,"2022-09-18 08:43:00",NA,0,NA,NA,NA,"Catfish"
"372","C3C","No","0~1","2022-09-18 08:43:00","2022-09-18 10:37:03",0,0,0,"6843.54800009727s (~1.9 hours)",1.90098555558258,"Catfish"
"373","C3C","No","1~2","2022-09-18 10:37:03","2022-09-18 13:24:13",0,0,0,"10029.9363331795s (~2.79 hours)",2.78609342588319,"Catfish"
"374","C3C","No","2~3","2022-09-18 13:24:13","2022-09-18 16:14:38",0,0,0,"10224.7100000381s (~2.84 hours)",2.84019722223282,"Catfish"
"375","C3C","No","3~4","2022-09-18 16:14:38","2022-09-18 19:15:39",0,0,0,"10861.2436666489s (~3.02 hours)",3.01701212962468,"Catfish"
"376","C3C","No","4~5","2022-09-18 19:15:39","2022-09-18 22:27:11",0,0,0,"11491.6053333282s (~3.19 hours)",3.19211259259118,"Catfish"
"377","C3C","No","5~6","2022-09-18 22:27:11","2022-09-19 01:31:49",0,0,0,"11078.7813334465s (~3.08 hours)",3.0774392592907,"Catfish"
"378","C3C","No","6~7","2022-09-19 01:31:49","2022-09-19 04:33:06",0,0,0,"10876.2796664238s (~3.02 hours)",3.02118879622883,"Catfish"
"379","C3C","No","7~8","2022-09-19 04:33:06","2022-09-19 07:46:14",0,0,0,"11588.1590001583s (~3.22 hours)",3.21893305559953,"Catfish"
"380","C3C","No","8~9","2022-09-19 07:46:14","2022-09-19 09:10:00",0,0.2,0.2,"5025.73666667938s (~1.4 hours)",1.3960379629665,"Catfish"
"381","C3D","No","NA~0",NA,"2022-09-18 08:44:00",NA,0,NA,NA,NA,"Catfish"
"382","C3D","No","0~1","2022-09-18 08:44:00","2022-09-18 10:37:38",0,0,0,"6818.21599984169s (~1.89 hours)",1.89394888884491,"Catfish"
"383","C3D","No","1~2","2022-09-18 10:37:38","2022-09-18 13:24:54",0,0.3,0.3,"10035.8606669903s (~2.79 hours)",2.78773907416397,"Catfish"
"384","C3D","No","2~3","2022-09-18 13:24:54","2022-09-18 16:15:06",0.3,0.4,0.1,"10212.1099998951s (~2.84 hours)",2.83669722219308,"Catfish"
"385","C3D","No","3~4","2022-09-18 16:15:06","2022-09-18 19:16:07",0.4,0.4,0,"10860.9173331261s (~3.02 hours)",3.01692148142391,"Catfish"
"386","C3D","No","4~5","2022-09-18 19:16:07","2022-09-18 22:27:47",0.4,0.4,0,"11500.6036667824s (~3.19 hours)",3.19461212966177,"Catfish"
"387","C3D","No","5~6","2022-09-18 22:27:47","2022-09-19 01:32:38",0.4,0.4,0,"11090.4416666031s (~3.08 hours)",3.08067824072308,"Catfish"
"388","C3D","No","6~7","2022-09-19 01:32:38","2022-09-19 04:33:54",0.4,0.5,0.1,"10875.8873333931s (~3.02 hours)",3.02107981483142,"Catfish"
"389","C3D","No","7~8","2022-09-19 04:33:54","2022-09-19 07:46:47",0.5,0.5,0,"11573.2269999981s (~3.21 hours)",3.21478527777725,"Catfish"
"390","C3D","No","8~9","2022-09-19 07:46:47","2022-09-19 09:11:00",0.5,2.7,2.2,"5052.73633337021s (~1.4 hours)",1.40353787038061,"Catfish"
"391","C3E","No","NA~0",NA,"2022-09-18 08:45:00",NA,0,NA,NA,NA,"Catfish"
"392","C3E","No","0~1","2022-09-18 08:45:00","2022-09-18 10:38:12",0,0,0,"6792.88399982452s (~1.89 hours)",1.88691222217348,"Catfish"
"393","C3E","No","1~2","2022-09-18 10:38:12","2022-09-18 13:25:34",0,0,0,"10041.7850003242s (~2.79 hours)",2.78938472231229,"Catfish"
"394","C3E","No","2~3","2022-09-18 13:25:34","2022-09-18 16:15:34",0,0,0,"10199.509999752s (~2.83 hours)",2.83319722215335,"Catfish"
"395","C3E","No","3~4","2022-09-18 16:15:34","2022-09-18 19:16:34",0,0,0,"10860.5910000801s (~3.02 hours)",3.01683083335559,"Catfish"
"396","C3E","No","4~5","2022-09-18 19:16:34","2022-09-18 22:28:24",0,0,0,"11509.6019999981s (~3.2 hours)",3.19711166666614,"Catfish"
"397","C3E","No","5~6","2022-09-18 22:28:24","2022-09-19 01:33:26",0,0,0,"11102.1019999981s (~3.08 hours)",3.08391722222169,"Catfish"
"398","C3E","No","6~7","2022-09-19 01:33:26","2022-09-19 04:34:41",0,0,0,"10875.4949998856s (~3.02 hours)",3.02097083330154,"Catfish"
"399","C3E","No","7~8","2022-09-19 04:34:41","2022-09-19 07:47:20",0,0,0,"11558.2950000763s (~3.21 hours)",3.21063750002119,"Catfish"
"400","C3E","No","8~9","2022-09-19 07:47:20","2022-09-19 09:12:00",0,0.1,0.1,"5079.73600006104s (~1.41 hours)",1.41103777779473,"Catfish"
"401","C4A","No","NA~0",NA,"2022-09-18 08:39:00",NA,0,NA,NA,NA,"Catfish"
"402","C4A","No","0~1","2022-09-18 08:39:00","2022-09-18 10:41:36",0,0.1,0.1,"7356.68499994278s (~2.04 hours)",2.04352361109522,"Catfish"
"403","C4A","No","1~2","2022-09-18 10:41:36","2022-09-18 13:28:39",0.1,0.1,0,"10022.7909998894s (~2.78 hours)",2.78410861108038,"Catfish"
"404","C4A","No","2~3","2022-09-18 13:28:39","2022-09-18 16:18:46",0.1,0.1,0,"10207.4190001488s (~2.84 hours)",2.83539416670799,"Catfish"
"405","C4A","No","3~4","2022-09-18 16:18:46","2022-09-18 19:19:10",0.1,0.1,0,"10823.6740000248s (~3.01 hours)",3.006576111118,"Catfish"
"406","C4A","No","4~5","2022-09-18 19:19:10","2022-09-18 22:31:45",0.1,0.1,0,"11554.5039999485s (~3.21 hours)",3.20958444443014,"Catfish"
"407","C4A","No","5~6","2022-09-18 22:31:45","2022-09-19 01:36:44",0.1,0.2,0.1,"11099.103000164s (~3.08 hours)",3.08308416671223,"Catfish"
"408","C4A","No","6~7","2022-09-19 01:36:44","2022-09-19 04:38:09",0.2,0.3,0.1,"10885.4849998951s (~3.02 hours)",3.02374583330419,"Catfish"
"409","C4A","No","7~8","2022-09-19 04:38:09","2022-09-19 07:50:13",0.3,0.3,0,"11524.2999999523s (~3.2 hours)",3.2011944444312,"Catfish"
"410","C4A","No","8~9","2022-09-19 07:50:13","2022-09-19 09:17:00",0.3,1.8,1.5,"5206.03900003433s (~1.45 hours)",1.44612194445398,"Catfish"
"411","C4B","No","NA~0",NA,"2022-09-18 08:37:00",NA,0,NA,NA,NA,"Catfish"
"412","C4B","No","0~1","2022-09-18 08:37:00","2022-09-18 10:46:55",0,0.2,0.2,"7795.83599996567s (~2.17 hours)",2.16550999999046,"Catfish"
"413","C4B","No","1~2","2022-09-18 10:46:55","2022-09-18 13:32:33",0.2,0.5,0.3,"9937.39200019836s (~2.76 hours)",2.76038666672177,"Catfish"
"414","C4B","No","2~3","2022-09-18 13:32:33","2022-09-18 16:23:36",0.5,0.8,0.3,"10262.8444998264s (~2.85 hours)",2.85079013884068,"Catfish"
"415","C4B","No","3~4","2022-09-18 16:23:36","2022-09-18 19:23:56",0.8,2.5,1.7,"10820.6029999256s (~3.01 hours)",3.00572305553489,"Catfish"
"416","C4B","No","4~5","2022-09-18 19:23:56","2022-09-18 22:36:53",2.5,2.6,0.1,"11576.9545001984s (~3.22 hours)",3.21582069449955,"Catfish"
"417","C4B","No","5~6","2022-09-18 22:36:53","2022-09-19 01:42:17",2.6,2.8,0.2,"11123.8489999771s (~3.09 hours)",3.0899580555492,"Catfish"
"418","C4B","No","6~7","2022-09-19 01:42:17","2022-09-19 04:42:52",2.8,2.6,-0.2,"10834.8854999542s (~3.01 hours)",3.00969041665395,"Catfish"
"419","C4B","No","7~8","2022-09-19 04:42:52","2022-09-19 07:54:51",2.6,2.7,0.1,"11518.8509998322s (~3.2 hours)",3.19968083328671,"Catfish"
"420","C4B","No","8~9","2022-09-19 07:54:51","2022-09-19 09:18:00",2.7,5.2,2.5,"4988.78450012207s (~1.39 hours)",1.38577347225613,"Catfish"
"421","C4C","No","NA~0",NA,"2022-09-18 08:36:00",NA,0,NA,NA,NA,"Catfish"
"422","C4C","No","0~1","2022-09-18 08:36:00","2022-09-18 10:49:11",0,0,0,"7991.28699994087s (~2.22 hours)",2.21980194442802,"Catfish"
"423","C4C","No","1~2","2022-09-18 10:49:11","2022-09-18 13:34:06",0,0,0,"9894.79100012779s (~2.75 hours)",2.74855305559105,"Catfish"
"424","C4C","No","2~3","2022-09-18 13:34:06","2022-09-18 16:25:29",0,0.1,0.1,"10283.390999794s (~2.86 hours)",2.85649749994278,"Catfish"
"425","C4C","No","3~4","2022-09-18 16:25:29","2022-09-18 19:24:41",0.1,0.2,0.1,"10751.614000082s (~2.99 hours)",2.98655944446723,"Catfish"
"426","C4C","No","4~5","2022-09-18 19:24:41","2022-09-18 22:37:55",0.2,0.1,-0.1,"11594.4930000305s (~3.22 hours)",3.22069250000848,"Catfish"
"427","C4C","No","5~6","2022-09-18 22:37:55","2022-09-19 01:44:43",0.1,0.2,0.1,"11208.2990000248s (~3.11 hours)",3.11341638889578,"Catfish"
"428","C4C","No","6~7","2022-09-19 01:44:43","2022-09-19 04:45:14",0.2,0.4,0.2,"10830.2909998894s (~3.01 hours)",3.00841416663594,"Catfish"
"429","C4C","No","7~8","2022-09-19 04:45:14","2022-09-19 07:55:48",0.4,0.3,-0.1,"11434.5020000935s (~3.18 hours)",3.17625055558152,"Catfish"
"430","C4C","No","8~9","2022-09-19 07:55:48","2022-09-19 09:20:00",0.3,0.3,0,"5051.33200001717s (~1.4 hours)",1.40314777778255,"Catfish"
"431","C4D","No","NA~0",NA,"2022-09-18 08:32:00",NA,0,NA,NA,NA,"Catfish"
"432","C4D","No","0~1","2022-09-18 08:32:00","2022-09-18 10:53:35",0,0,0,"8495.1859998703s (~2.36 hours)",2.35977388885286,"Catfish"
"433","C4D","No","1~2","2022-09-18 10:53:35","2022-09-18 13:43:04",0,0,0,"10169.3920001984s (~2.82 hours)",2.82483111116621,"Catfish"
"434","C4D","No","2~3","2022-09-18 13:43:04","2022-09-18 16:31:48",0,0.3,0.3,"10123.6009998322s (~2.81 hours)",2.81211138884226,"Catfish"
"435","C4D","No","3~4","2022-09-18 16:31:48","2022-09-18 19:32:06",0.3,0.5,0.2,"10818.388999939s (~3.01 hours)",3.0051080555386,"Catfish"
"436","C4D","No","4~5","2022-09-18 19:32:06","2022-09-18 22:43:59",0.5,0.4,-0.1,"11512.6140003204s (~3.2 hours)",3.19794833342234,"Catfish"
"437","C4D","No","5~6","2022-09-18 22:43:59","2022-09-19 01:49:42",0.4,0.9,0.5,"11143.5999999046s (~3.1 hours)",3.09544444441795,"Catfish"
"438","C4D","No","6~7","2022-09-19 01:49:42","2022-09-19 04:48:49",0.9,0.6,-0.3,"10747.0840001106s (~2.99 hours)",2.98530111114184,"Catfish"
"439","C4D","No","7~8","2022-09-19 04:48:49","2022-09-19 08:00:10",0.6,0.5,-0.1,"11480.5979998112s (~3.19 hours)",3.18905499994755,"Catfish"
"440","C4D","No","8~9","2022-09-19 08:00:10","2022-09-19 09:22:00",0.5,1.4,0.9,"4909.53600001335s (~1.36 hours)",1.36376000000371,"Catfish"
"441","C4E","No","NA~0",NA,"2022-09-18 08:31:00",NA,0,NA,NA,NA,"Catfish"
"442","C4E","No","0~1","2022-09-18 08:31:00","2022-09-18 10:55:21",0,0.1,0.1,"8661.84766674042s (~2.41 hours)",2.40606879631678,"Catfish"
"443","C4E","No","1~2","2022-09-18 10:55:21","2022-09-18 13:45:12",0.1,0.4,0.3,"10190.6686666012s (~2.83 hours)",2.83074129627811,"Catfish"
"444","C4E","No","2~3","2022-09-18 13:45:12","2022-09-18 16:34:13",0.4,0.4,0,"10141.1983332634s (~2.82 hours)",2.81699953701761,"Catfish"
"445","C4E","No","3~4","2022-09-18 16:34:13","2022-09-18 19:34:07",0.4,0.4,0,"10793.4240002632s (~3 hours)",2.99817333340645,"Catfish"
"446","C4E","No","4~5","2022-09-18 19:34:07","2022-09-18 22:45:54",0.4,0.4,0,"11507.6413331032s (~3.2 hours)",3.19656703697311,"Catfish"
"447","C4E","No","5~6","2022-09-18 22:45:54","2022-09-19 01:52:10",0.4,2.5,2.1,"11175.7620000839s (~3.1 hours)",3.10437833335665,"Catfish"
"448","C4E","No","6~7","2022-09-19 01:52:10","2022-09-19 04:50:40",2.5,2.5,0,"10710.0906665325s (~2.98 hours)",2.97502518514792,"Catfish"
"449","C4E","No","7~8","2022-09-19 04:50:40","2022-09-19 08:02:32",2.5,0.5,-2,"11512.03333354s (~3.2 hours)",3.19778703709443,"Catfish"
"450","C4E","No","8~9","2022-09-19 08:02:32","2022-09-19 09:23:00",0.5,3.4,2.9,"4827.33399987221s (~1.34 hours)",1.34092611107561,"Catfish"
"451","C5A","No","NA~0",NA,"2022-09-18 08:22:00",NA,0,NA,NA,NA,"Catfish"
"452","C5A","No","0~1","2022-09-18 08:22:00","2022-09-18 10:56:05",0,0.2,0.2,"9245.51433324814s (~2.57 hours)",2.56819842590226,"Catfish"
"453","C5A","No","1~2","2022-09-18 10:56:05","2022-09-18 13:46:13",0.2,0.5,0.3,"10207.9363334179s (~2.84 hours)",2.83553787039386,"Catfish"
"454","C5A","No","2~3","2022-09-18 13:46:13","2022-09-18 16:35:04",0.5,12.5,12,"10130.8926668167s (~2.81 hours)",2.81413685189353,"Catfish"
"455","C5A","No","3~4","2022-09-18 16:35:04","2022-09-18 19:34:54",12.5,15.3,2.8,"10790.3629999161s (~3 hours)",2.99732305553224,"Catfish"
"456","C5A","No","4~5","2022-09-18 19:34:54","2022-09-18 22:46:51",15.3,15.5,0.199999999999999,"11516.6736664772s (~3.2 hours)",3.19907601846589,"Catfish"
"457","C5A","No","5~6","2022-09-18 22:46:51","2022-09-19 01:52:59",15.5,17.2,1.7,"11168.1319999695s (~3.1 hours)",3.10225888888041,"Catfish"
"458","C5A","No","6~7","2022-09-19 01:52:59","2022-09-19 04:51:28",17.2,17.7,0.5,"10709.0853335857s (~2.97 hours)",2.97474592599604,"Catfish"
"459","C5A","No","7~8","2022-09-19 04:51:28","2022-09-19 08:03:37",17.7,20,2.3,"11529.3676664829s (~3.2 hours)",3.20260212957859,"Catfish"
"460","C5A","No","8~9","2022-09-19 08:03:37","2022-09-19 09:26:00",20,22.4,2.4,"4942.03500008583s (~1.37 hours)",1.37278750002384,"Catfish"
"461","C5B","No","NA~0",NA,"2022-09-18 08:24:00",NA,0,NA,NA,NA,"Catfish"
"462","C5B","No","0~1","2022-09-18 08:24:00","2022-09-18 10:56:49",0,0,0,"9169.18099999428s (~2.55 hours)",2.54699472222063,"Catfish"
"463","C5B","No","1~2","2022-09-18 10:56:49","2022-09-18 13:47:14",0,0.4,0.4,"10225.2039999962s (~2.84 hours)",2.84033444444338,"Catfish"
"464","C5B","No","2~3","2022-09-18 13:47:14","2022-09-18 16:35:54",0.4,0.4,0,"10120.5870001316s (~2.81 hours)",2.81127416670322,"Catfish"
"465","C5B","No","3~4","2022-09-18 16:35:54","2022-09-18 19:35:42",0.4,2.5,2.1,"10787.3020000458s (~3 hours)",2.99647277779049,"Catfish"
"466","C5B","No","4~5","2022-09-18 19:35:42","2022-09-18 22:47:47",2.5,2.9,0.4,"11525.7059998512s (~3.2 hours)",3.20158499995867,"Catfish"
"467","C5B","No","5~6","2022-09-18 22:47:47","2022-09-19 01:53:48",2.9,7.5,4.6,"11160.501999855s (~3.1 hours)",3.10013944440418,"Catfish"
"468","C5B","No","6~7","2022-09-19 01:53:48","2022-09-19 04:52:16",7.5,7.8,0.3,"10708.0800001621s (~2.97 hours)",2.9744666667117,"Catfish"
"469","C5B","No","7~8","2022-09-19 04:52:16","2022-09-19 08:04:43",7.8,8.5,0.7,"11546.7019999027s (~3.21 hours)",3.2074172221952,"Catfish"
"470","C5B","No","8~9","2022-09-19 08:04:43","2022-09-19 09:28:00",8.5,10.4,1.9,"4996.73600006104s (~1.39 hours)",1.38798222223918,"Catfish"
"471","C5C","No","NA~0",NA,"2022-09-18 08:25:00",NA,0,NA,NA,NA,"Catfish"
"472","C5C","No","0~1","2022-09-18 08:25:00","2022-09-18 10:58:26",0,0,0,"9206.1806666851s (~2.56 hours)",2.55727240741253,"Catfish"
"473","C5C","No","1~2","2022-09-18 10:58:26","2022-09-18 13:48:53",0,0,0,"10227.540333271s (~2.84 hours)",2.84098342590862,"Catfish"
"474","C5C","No","2~3","2022-09-18 13:48:53","2022-09-18 16:37:44",0,0.3,0.3,"10130.7843332291s (~2.81 hours)",2.8141067592303,"Catfish"
"475","C5C","No","3~4","2022-09-18 16:37:44","2022-09-18 19:37:26",0.3,0.3,0,"10782.3303337097s (~3 hours)",2.99509175936381,"Catfish"
"476","C5C","No","4~5","2022-09-18 19:37:26","2022-09-18 22:50:30",0.3,0.5,0.2,"11584.009999752s (~3.22 hours)",3.21778055548668,"Catfish"
"477","C5C","No","5~6","2022-09-18 22:50:30","2022-09-19 01:55:41",0.5,1,0.5,"11110.7663333416s (~3.09 hours)",3.08632398148378,"Catfish"
"478","C5C","No","6~7","2022-09-19 01:55:41","2022-09-19 04:53:51",1,1.2,0.2,"10689.6186668873s (~2.97 hours)",2.9693385185798,"Catfish"
"479","C5C","No","7~8","2022-09-19 04:53:51","2022-09-19 08:06:47",1.2,1,-0.2,"11576.2056665421s (~3.22 hours)",3.21561268515057,"Catfish"
"480","C5C","No","8~9","2022-09-19 08:06:47","2022-09-19 09:29:00",1,3.9,2.9,"4932.56366658211s (~1.37 hours)",1.37015657405059,"Catfish"
"481","C5D","No","NA~0",NA,"2022-09-18 08:27:00",NA,0,NA,NA,NA,"Catfish"
"482","C5D","No","0~1","2022-09-18 08:27:00","2022-09-18 10:59:00",0,0.2,0.2,"9120.18133330345s (~2.53 hours)",2.5333837036954,"Catfish"
"483","C5D","No","1~2","2022-09-18 10:59:00","2022-09-18 13:49:29",0.2,0.5,0.3,"10228.8666667938s (~2.84 hours)",2.84135185188717,"Catfish"
"484","C5D","No","2~3","2022-09-18 13:49:29","2022-09-18 16:38:26",0.5,2.8,2.3,"10137.0906665325s (~2.82 hours)",2.81585851848125,"Catfish"
"485","C5D","No","3~4","2022-09-18 16:38:26","2022-09-18 19:38:04",2.8,5.2,2.4,"10778.3636667728s (~2.99 hours)",2.9939899074369,"Catfish"
"486","C5D","No","4~5","2022-09-18 19:38:04","2022-09-18 22:51:14",5.2,7.5,2.3,"11590.3110001087s (~3.22 hours)",3.21953083336353,"Catfish"
"487","C5D","No","5~6","2022-09-18 22:51:14","2022-09-19 01:56:20",7.5,5,-2.5,"11106.1346664429s (~3.09 hours)",3.08503740734524,"Catfish"
"488","C5D","No","6~7","2022-09-19 01:56:20","2022-09-19 04:54:20",5,7.6,2.6,"10679.9493334293s (~2.97 hours)",2.96665259261926,"Catfish"
"489","C5D","No","7~8","2022-09-19 04:54:20","2022-09-19 08:07:24",7.6,5.8,-1.8,"11583.80433321s (~3.22 hours)",3.21772342589166,"Catfish"
"490","C5D","No","8~9","2022-09-19 08:07:24","2022-09-19 09:30:00",5.8,8.5,2.7,"4955.29833340645s (~1.38 hours)",1.37647175927957,"Catfish"
"491","C5E","No","NA~0",NA,"2022-09-18 08:28:00",NA,0,NA,NA,NA,"Catfish"
"492","C5E","No","0~1","2022-09-18 08:28:00","2022-09-18 10:59:34",0,0.2,0.2,"9094.18200016022s (~2.53 hours)",2.52616166671117,"Catfish"
"493","C5E","No","1~2","2022-09-18 10:59:34","2022-09-18 13:50:04",0.2,0.3,0.1,"10230.1929998398s (~2.84 hours)",2.84172027773327,"Catfish"
"494","C5E","No","2~3","2022-09-18 13:50:04","2022-09-18 16:39:07",0.3,0.6,0.3,"10143.396999836s (~2.82 hours)",2.81761027773221,"Catfish"
"495","C5E","No","3~4","2022-09-18 16:39:07","2022-09-18 19:38:42",0.6,0.5,-0.1,"10774.3970003128s (~2.99 hours)",2.99288805564245,"Catfish"
"496","C5E","No","4~5","2022-09-18 19:38:42","2022-09-18 22:51:58",0.5,2.6,2.1,"11596.6119999886s (~3.22 hours)",3.22128111110793,"Catfish"
"497","C5E","No","5~6","2022-09-18 22:51:58","2022-09-19 01:57:00",2.6,2.9,0.3,"11101.5029997826s (~3.08 hours)",3.08375083327293,"Catfish"
"498","C5E","No","6~7","2022-09-19 01:57:00","2022-09-19 04:54:50",2.9,5,2.1,"10670.2800002098s (~2.96 hours)",2.96396666672495,"Catfish"
"499","C5E","No","7~8","2022-09-19 04:54:50","2022-09-19 08:08:01",5,5,0,"11591.4029998779s (~3.22 hours)",3.21983416663276,"Catfish"
"500","C5E","No","8~9","2022-09-19 08:08:01","2022-09-19 09:31:00",5,5,0,"4978.03299999237s (~1.38 hours)",1.38278694444233,"Catfish"
"501","D1A","No","NA~0",NA,"2022-08-16 08:43:00",NA,0,NA,NA,NA,"Deans"
"502","D1A","No","0~1","2022-08-16 08:43:00","2022-08-16 10:39:04",0,0,0,"6964.57500004768s (~1.93 hours)",1.93460416667991,"Deans"
"503","D1A","No","1~2","2022-08-16 10:39:04","2022-08-16 13:06:29",0,0.2,0.2,"8844.78299999237s (~2.46 hours)",2.45688416666455,"Deans"
"504","D1A","No","2~3","2022-08-16 13:06:29","2022-08-16 16:06:42",0.2,0.5,0.3,"10812.9649999142s (~3 hours)",3.00360138886505,"Deans"
"505","D1A","No","3~4","2022-08-16 16:06:42","2022-08-16 19:07:12",0.5,0.5,0,"10829.6870000362s (~3.01 hours)",3.00824638889896,"Deans"
"506","D1A","No","4~5","2022-08-16 19:07:12","2022-08-16 22:01:55",0.5,1,0.5,"10483.9719998837s (~2.91 hours)",2.91221444441213,"Deans"
"507","D1A","No","5~6","2022-08-16 22:01:55","2022-08-17 01:07:20",1,1,0,"11124.0870001316s (~3.09 hours)",3.09002416670322,"Deans"
"508","D1A","No","6~7","2022-08-17 01:07:20","2022-08-17 04:08:16",1,1,0,"10856.0759999752s (~3.02 hours)",3.01557666665978,"Deans"
"509","D1A","Yes","7~8","2022-08-17 04:08:16","2022-08-17 08:54:19",1,1.5,0.5,"17163.2540001869s (~4.77 hours)",4.76757055560748,"Deans"
"510","D1A","No","8~9","2022-08-17 08:54:19","2022-08-17 07:21:00",0,1.5,1.5,"-5599.39900016785s (~-1.56 hours)",-1.55538861115774,"Deans"
"511","D1B","No","NA~0",NA,"2022-08-16 08:45:00",NA,0,NA,NA,NA,"Deans"
"512","D1B","No","0~1","2022-08-16 08:45:00","2022-08-16 10:39:34",0,0,0,"6874.57500004768s (~1.91 hours)",1.90960416667991,"Deans"
"513","D1B","No","1~2","2022-08-16 10:39:34","2022-08-16 13:06:59",0,0,0,"8844.78299999237s (~2.46 hours)",2.45688416666455,"Deans"
"514","D1B","No","2~3","2022-08-16 13:06:59","2022-08-16 16:07:12",0,0.2,0.2,"10812.9649999142s (~3 hours)",3.00360138886505,"Deans"
"515","D1B","No","3~4","2022-08-16 16:07:12","2022-08-16 19:07:42",0.2,0.2,0,"10829.6870000362s (~3.01 hours)",3.00824638889896,"Deans"
"516","D1B","No","4~5","2022-08-16 19:07:42","2022-08-16 22:02:25",0.2,0.3,0.1,"10483.9719998837s (~2.91 hours)",2.91221444441213,"Deans"
"517","D1B","No","5~6","2022-08-16 22:02:25","2022-08-17 01:07:50",0.3,0.5,0.2,"11124.0870001316s (~3.09 hours)",3.09002416670322,"Deans"
"518","D1B","No","6~7","2022-08-17 01:07:50","2022-08-17 04:08:46",0.5,0.4,-0.1,"10856.0759999752s (~3.02 hours)",3.01557666665978,"Deans"
"519","D1B","Yes","7~8","2022-08-17 04:08:46","2022-08-17 08:54:49",0.4,1.2,0.8,"17163.2540001869s (~4.77 hours)",4.76757055560748,"Deans"
"520","D1B","No","8~9","2022-08-17 08:54:49","2022-08-17 07:23:00",0,1.2,1.2,"-5509.39900016785s (~-1.53 hours)",-1.53038861115774,"Deans"
"521","D1C","No","NA~0",NA,"2022-08-16 08:47:00",NA,0,NA,NA,NA,"Deans"
"522","D1C","No","0~1","2022-08-16 08:47:00","2022-08-16 10:42:05",0,0,0,"6905.66633343697s (~1.92 hours)",1.91824064817693,"Deans"
"523","D1C","No","1~2","2022-08-16 10:42:05","2022-08-16 13:08:50",0,0,0,"8804.80833315849s (~2.45 hours)",2.44578009254403,"Deans"
"524","D1C","No","2~3","2022-08-16 13:08:50","2022-08-16 16:09:07",0,0.1,0.1,"10817.3120000362s (~3 hours)",3.00480888889896,"Deans"
"525","D1C","No","3~4","2022-08-16 16:09:07","2022-08-16 19:10:11",0.1,0.1,0,"10863.9633333683s (~3.02 hours)",3.01776759260231,"Deans"
"526","D1C","No","4~5","2022-08-16 19:10:11","2022-08-16 22:04:47",0.1,0.2,0.1,"10476.0663332939s (~2.91 hours)",2.91001842591498,"Deans"
"527","D1C","No","5~6","2022-08-16 22:04:47","2022-08-17 01:10:26",0.2,0.2,0,"11138.8830001354s (~3.09 hours)",3.09413416670428,"Deans"
